2011-01-01,98898.48886
2011-02-01,91152.15698000001
2011-03-01,145729.36736000003
2011-04-01,116915.76418
2011-05-01,146747.83610000001
2011-06-01,215207.38022
2011-07-01,115510.41912000002
2011-08-01,207581.49122000003
2011-09-01,290214.45534000004
2011-10-01,199071.26403999998
2011-11-01,298496.53751999995
2011-12-01,333925.7345999999
2012-01-01,135780.72024000005
2012-02-01,100510.21698
2012-03-01,163076.77115999995
2012-04-01,161052.26951999997
2012-05-01,208364.89124
2012-06-01,256175.69841999994
2012-07-01,145236.78512000002
2012-08-01,303142.94237999996
2012-09-01,289389.16563999996
2012-10-01,252939.8502
2012-11-01,323512.41689999995
2012-12-01,338256.96660000004
2013-01-01,199185.90737999996
2013-02-01,167239.65039999998
2013-03-01,198594.03012000004
2013-04-01,177821.31684
2013-05-01,260498.56470000005
2013-06-01,396519.6119
2013-07-01,229928.95200000005
2013-08-01,326488.78936
2013-09-01,376619.24568
2013-10-01,293406.64288
2013-11-01,373989.36009999993
2013-12-01,405454.37802
